,freq,statinfo,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),sex,age,geo,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE
196,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-19,SK,Slovakia,2024,8.2
197,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-19,TR,Türkiye,2013,6.5
198,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-19,TR,Türkiye,2018,6.3
199,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-19,TR,Türkiye,2021,5.9
200,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-19,TR,Türkiye,2022,5.7
201,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-19,TR,Türkiye,2023,5.9
202,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-19,TR,Türkiye,2024,6.1
203,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-19,UK,United Kingdom,2013,
204,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-19,UK,United Kingdom,2018,
205,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-19,XK,Kosovo*,2018,6.4
206,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,AL,Albania,2018,6.1
207,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,AL,Albania,2021,6.2
208,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,AT,Austria,2013,8.2
209,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,AT,Austria,2018,8.0
210,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,AT,Austria,2021,8.2
211,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,AT,Austria,2022,8.1
212,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,AT,Austria,2023,7.8
213,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,AT,Austria,2024,7.7
214,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,BE,Belgium,2013,7.5
215,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,BE,Belgium,2018,7.8
216,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,BE,Belgium,2021,7.4
217,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,BE,Belgium,2022,7.7
218,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,BE,Belgium,2023,7.6
219,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,BE,Belgium,2024,7.7
220,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,BG,Bulgaria,2013,5.5
221,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,BG,Bulgaria,2018,6.2
222,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,BG,Bulgaria,2021,6.3
223,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,BG,Bulgaria,2022,5.8
224,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,BG,Bulgaria,2023,6.2
225,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,BG,Bulgaria,2024,7.0
226,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CH,Switzerland,2013,8.2
227,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CH,Switzerland,2018,8.4
228,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CH,Switzerland,2021,7.8
229,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CH,Switzerland,2022,7.3
230,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CH,Switzerland,2023,6.8
231,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CY,Cyprus,2013,7.5
232,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CY,Cyprus,2018,7.9
233,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CY,Cyprus,2021,7.3
234,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CY,Cyprus,2022,7.7
235,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CY,Cyprus,2023,8.1
236,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CY,Cyprus,2024,8.1
237,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CZ,Czechia,2013,7.8
238,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CZ,Czechia,2018,8.2
239,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CZ,Czechia,2021,8.0
240,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CZ,Czechia,2022,8.0
241,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CZ,Czechia,2023,8.3
242,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,CZ,Czechia,2024,8.1
243,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,DE,Germany,2013,7.4
244,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,DE,Germany,2018,7.7
245,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,DE,Germany,2021,
246,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,DE,Germany,2022,6.3
247,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,DE,Germany,2023,7.3
248,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,DE,Germany,2024,7.3
249,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,DK,Denmark,2013,8.3
250,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,DK,Denmark,2018,7.2
251,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,DK,Denmark,2021,6.7
252,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,DK,Denmark,2022,7.1
253,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,DK,Denmark,2023,7.4
254,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,DK,Denmark,2024,7.4
255,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EA20,Euro area – 20 countries (from 2023),2022,7.4
256,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EA20,Euro area – 20 countries (from 2023),2023,7.6
257,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EA20,Euro area – 20 countries (from 2023),2024,7.5
258,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EE,Estonia,2013,7.3
259,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EE,Estonia,2018,7.8
260,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EE,Estonia,2021,7.6
261,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EE,Estonia,2022,7.7
262,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EE,Estonia,2023,7.7
263,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EE,Estonia,2024,7.7
264,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EL,Greece,2013,7.0
265,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EL,Greece,2018,7.2
266,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EL,Greece,2021,7.4
267,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EL,Greece,2022,7.7
268,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EL,Greece,2023,7.6
269,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EL,Greece,2024,7.5
270,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,ES,Spain,2013,7.3
271,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,ES,Spain,2018,7.6
272,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,ES,Spain,2021,7.5
273,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,ES,Spain,2022,7.7
274,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,ES,Spain,2023,7.8
275,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,ES,Spain,2024,7.7
276,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EU27_2020,European Union - 27 countries (from 2020),2013,7.5
277,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EU27_2020,European Union - 27 countries (from 2020),2018,7.7
278,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EU27_2020,European Union - 27 countries (from 2020),2021,
279,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EU27_2020,European Union - 27 countries (from 2020),2022,7.4
280,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EU27_2020,European Union - 27 countries (from 2020),2023,7.6
281,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,EU27_2020,European Union - 27 countries (from 2020),2024,7.5
282,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,FI,Finland,2013,8.3
283,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,FI,Finland,2018,8.1
284,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,FI,Finland,2021,7.8
285,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,FI,Finland,2022,7.7
286,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,FI,Finland,2023,7.5
287,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,FI,Finland,2024,7.7
288,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,FR,France,2013,7.5
289,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,FR,France,2018,7.7
290,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,FR,France,2021,7.2
291,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,FR,France,2022,7.5
292,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,FR,France,2023,7.4
293,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,FR,France,2024,7.4
294,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,HR,Croatia,2013,7.8
295,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,HR,Croatia,2018,7.6
296,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,HR,Croatia,2021,7.8
297,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,HR,Croatia,2022,8.1
298,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,HR,Croatia,2023,8.3
299,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,HR,Croatia,2024,8.3
300,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,HU,Hungary,2013,7.0
301,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,HU,Hungary,2018,7.3
302,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,HU,Hungary,2021,6.9
303,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,HU,Hungary,2022,7.7
304,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,HU,Hungary,2023,7.3
305,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,HU,Hungary,2024,7.8
306,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,IE,Ireland,2013,6.7
307,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,IE,Ireland,2018,7.6
308,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,IE,Ireland,2021,6.9
309,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,IE,Ireland,2022,7.3
310,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,IE,Ireland,2023,7.4
311,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,IE,Ireland,2024,7.4
312,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,IS,Iceland,2013,8.0
313,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,IS,Iceland,2018,7.9
314,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,IT,Italy,2013,6.9
315,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,IT,Italy,2018,7.5
316,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,IT,Italy,2021,7.6
317,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,IT,Italy,2022,7.6
318,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,IT,Italy,2023,7.5
319,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,IT,Italy,2024,7.4
320,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LT,Lithuania,2013,8.4
321,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LT,Lithuania,2018,7.8
322,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LT,Lithuania,2021,7.7
323,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LT,Lithuania,2022,7.7
324,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LT,Lithuania,2023,8.2
325,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LT,Lithuania,2024,8.2
326,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LU,Luxembourg,2013,7.8
327,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LU,Luxembourg,2018,7.6
328,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LU,Luxembourg,2021,7.5
329,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LU,Luxembourg,2022,7.4
330,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LU,Luxembourg,2023,7.3
331,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LU,Luxembourg,2024,7.7
332,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LV,Latvia,2013,7.3
333,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LV,Latvia,2018,7.5
334,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LV,Latvia,2021,7.3
335,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LV,Latvia,2022,7.7
336,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LV,Latvia,2023,7.5
337,A,AVG,Rating (0-10),ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",F,Y16-24,LV,Latvia,2024,7.3
